#GENE_COLUMN=gene_symbol
#DEFAULT_TAG_HEADER=drug_name
#FILE_DESCRIPTION=DrugBank interactions
#UPLOADER=default
#ORGANISM=Human
#GENE_ID_TYPE=GENE NAME(HUGO)
#DEFAULT_GENES=EGFR C1QB P09871
interaction_count	drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	partner_id	known_action?	target_actions	gene_symbol	uniprot_id	entrez_id	ensembl_id
9632	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	4924	unknown	N/A	CYP2C8	P10632	1558	ENSG00000138115
9633	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	5432	unknown	N/A	TRAPPC3	O43617	27095	ENSG00000054116
9634	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	5433	unknown	N/A	TM_1468	Q9X1H9	N/A	N/A
9635	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	2207	unknown	N/A	RHO	P08100	6010	ENSG00000163914
9636	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	283	unknown	N/A	SEC14L2	O76054	23541	ENSG00000100003
9637	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	7048	unknown	N/A	PPT1	P50897	5538	ENSG00000131238
9638	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	6677	unknown	N/A	PMP2	P02689	5375	ENSG00000147588
9639	DB03796	Palmitic Acid	1-Hexyldecanoic Acid, 1-Pentadecanecarboxylic acid, FAT, Hexadecanoate, Hexadecanoic acid, Hexadecoic acid, Hexadecylic acid, Hexaectylic acid, Palmitate, Palmitinic acid, Palmitinsaeure	57-10-3	N/A	small molecule	experimental	Enzyme Inhibitors	6096	unknown	N/A	LALBA	P00709	3906	ENSG00000167531
9640	DB03798	2'-Deoxycytidine-5'-Monophosphate	N/A	1032-65-1	N/A	small molecule	experimental	N/A	5435	unknown	N/A	42	P08773	N/A	N/A
9641	DB03798	2'-Deoxycytidine-5'-Monophosphate	N/A	1032-65-1	N/A	small molecule	experimental	N/A	2729	unknown	N/A	thyA	P00469	N/A	N/A
9642	DB03799	Trifluoromethionine	N/A	N/A	N/A	small molecule	experimental	N/A	3684	unknown	N/A	map	P0AE18	N/A	N/A
9643	DB03799	Trifluoromethionine	N/A	N/A	N/A	small molecule	experimental	N/A	2800	unknown	N/A	metG	P00959	N/A	N/A
9644	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	5352	unknown	N/A	THYA	P13100	N/A	N/A
9645	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	2490	unknown	N/A	dut	P06968	N/A	N/A
9646	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	2729	unknown	N/A	thyA	P00469	N/A	N/A
9647	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	2626	unknown	N/A	thyA	P0A884	N/A	N/A
9648	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	359	unknown	N/A	TYMS	P04818	7298	ENSG00000176890
9649	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	2567	unknown	N/A	thyX	Q9WYT0	N/A	N/A
9650	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	2555	unknown	N/A	pol	P16088	N/A	N/A
9651	DB03800	2'-deoxyuridylic acid	dUMP	N/A	N/A	small molecule	experimental	N/A	2410	unknown	N/A	dut	P0A552	N/A	N/A
9652	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3145	unknown	N/A	hyuA	Q8VTT5	N/A	N/A
9653	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3168	unknown	N/A	bla	P13661	N/A	N/A
9654	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3230	unknown	N/A	lhyD	P81006	N/A	N/A
9655	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3122	unknown	N/A	N/A	Q45515	N/A	N/A
9656	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2983	unknown	N/A	N/A	Q70AC7	N/A	N/A
9657	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3281	unknown	N/A	iadA	P39377	N/A	N/A
9658	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3237	unknown	N/A	bla	P0A1V8	N/A	N/A
9659	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3292	unknown	N/A	dadX	Q9HTQ2	N/A	N/A
9660	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4549	unknown	N/A	HP_0602	O25323	N/A	N/A
9661	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5436	unknown	N/A	N/A	Q7SIE9	N/A	N/A
9662	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4264	unknown	N/A	TM_0306	Q9WYE2	N/A	N/A
9663	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2340	unknown	N/A	bla	P14489	N/A	N/A
9664	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2317	unknown	N/A	murD	P14900	N/A	N/A
9665	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2453	unknown	N/A	alr	P10724	N/A	N/A
9666	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2801	unknown	N/A	murE	P22188	N/A	N/A
9667	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2796	unknown	N/A	opd	P0A433	N/A	N/A
9668	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2717	unknown	N/A	fgs	P15925	N/A	N/A
9669	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2646	unknown	N/A	pyrC	P05020	N/A	N/A
9670	DB03801	Lysine Nz-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2240	unknown	N/A	CDK2	P24941	1017	ENSG00000123374
9671	DB03802	1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	N/A	N/A	N/A	small molecule	experimental	N/A	136	unknown	N/A	ESR1	P03372	2099	ENSG00000091831
9672	DB03803	Inhibitor Msa367	N/A	N/A	N/A	small molecule	experimental	N/A	3722	unknown	N/A	gag-pol	P03366	N/A	N/A
9673	DB03804	5-Bromothienyldeoxyuridine	N/A	N/A	N/A	small molecule	experimental	N/A	2559	unknown	N/A	TK	P03176	N/A	N/A
9674	DB03805	Antiproliferative Agent A771726	N/A	N/A	N/A	small molecule	experimental	N/A	424	unknown	N/A	DHODH	Q02127	1723	ENSG00000102967
9675	DB03807	1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	N/A	N/A	N/A	small molecule	experimental	N/A	541	unknown	N/A	PDE4B	Q07343	5142	ENSG00000184588
9676	DB03808	4,4'[1,6-Hexanediylbis(Oxy)]Bisbenzenecarboximidamide	N/A	N/A	N/A	small molecule	experimental	Anti-Infective Agents	2331	unknown	N/A	qacR	P0A0N5	N/A	N/A
9677	DB03808	4,4'[1,6-Hexanediylbis(Oxy)]Bisbenzenecarboximidamide	N/A	N/A	N/A	small molecule	experimental	Anti-Infective Agents	6461	unknown	N/A	qacR	P0A0N4	N/A	N/A
9678	DB03809	9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	1939	unknown	N/A	HSP90AA1	P07900	3320	ENSG00000080824
9679	DB03811	Histidinol	N/A	N/A	N/A	small molecule	experimental	N/A	3191	unknown	N/A	hisD	P06988	N/A	N/A
9680	DB03811	Histidinol	N/A	N/A	N/A	small molecule	experimental	N/A	3266	unknown	N/A	hisS	P60906	N/A	N/A
9681	DB03812	3-{2,6,8-Trioxo-9-[(2s,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2333	unknown	N/A	ribH	P66034	N/A	N/A
9682	DB03813	2-Decenoyl N-Acetyl Cysteamine	N/A	N/A	N/A	small molecule	experimental	N/A	3325	unknown	N/A	fabA	P0A6Q5	N/A	N/A
9683	DB03813	2-Decenoyl N-Acetyl Cysteamine	N/A	N/A	N/A	small molecule	experimental	N/A	6519	unknown	N/A	fabA	P0A6Q3	N/A	N/A
9684	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	474	unknown	N/A	ACHE	P22303	43	ENSG00000087085
9685	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2597	unknown	N/A	glmS	P17169	N/A	N/A
9686	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2381	unknown	N/A	DFR1	P22906	N/A	N/A
9687	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2720	unknown	N/A	nirK	P25006	N/A	N/A
9688	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	364	unknown	N/A	HSD11B1	P28845	3290	ENSG00000117594
9689	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3697	unknown	N/A	glmU	P0ACC7	N/A	N/A
9690	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3274	unknown	N/A	hcp	Q01770	N/A	N/A
9691	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3356	unknown	N/A	lysA	P00861	N/A	N/A
9692	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3500	unknown	N/A	yicI	P31434	N/A	N/A
9693	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3399	unknown	N/A	limA	Q9ZAG3	N/A	N/A
9694	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3480	unknown	N/A	manA	P49424	N/A	N/A
9695	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	287	unknown	N/A	B4GALT1	P15291	2683	ENSG00000086062
9696	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3462	unknown	N/A	ABL	P00521	N/A	N/A
9697	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3781	unknown	N/A	dsbC	P0AEG6	N/A	N/A
9698	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3736	unknown	N/A	gapA	P0A9B2	N/A	N/A
9699	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5180	unknown	N/A	mdlB	P20932	N/A	N/A
9700	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4771	unknown	N/A	nir	O68601	N/A	N/A
9701	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5439	unknown	N/A	hslO	P0A6Y5	N/A	N/A
9702	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5440	unknown	N/A	yebR	P76270	N/A	N/A
9703	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4498	unknown	N/A	PP3533	Q88H32	N/A	N/A
9704	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	597	unknown	N/A	QDPR	P09417	5860	ENSG00000151552
9705	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	577	unknown	N/A	ASL	P04424	435	ENSG00000126522
9706	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5443	unknown	N/A	ymdB	P0A8D6	N/A	N/A
9707	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	7148	unknown	N/A	ARL3	P36405	403	ENSG00000138175
9708	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5445	unknown	N/A	blaB	P52664	N/A	N/A
9709	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5446	unknown	N/A	HI_1679	P45314	N/A	N/A
9710	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5447	unknown	N/A	L3MBTL1	Q9Y468	26013	ENSG00000185513
9711	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3923	unknown	N/A	BCHE	P06276	590	ENSG00000114200
9712	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5448	unknown	N/A	rnz	P54548	N/A	N/A
9713	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	7151	unknown	N/A	PRDX6	P30041	9588	ENSG00000117592
9714	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5449	unknown	N/A	mglB	Q9X9L0	N/A	N/A
9715	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5450	unknown	N/A	pep	Q9X5N2	N/A	N/A
9716	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6991	unknown	N/A	SFTPA1	Q8IWL2	653509	ENSG00000122852
9717	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4705	unknown	N/A	N/A	P60355	N/A	N/A
9718	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4611	unknown	N/A	aroG	Q84FH6	N/A	N/A
9719	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	4608	unknown	N/A	SCO1207	Q9FCA6	N/A	N/A
9720	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	7144	unknown	N/A	IRGC	Q6NXR0	56269	ENSG00000124449
9721	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5454	unknown	N/A	inlA	P25146	N/A	N/A
9722	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1615	unknown	N/A	CMA1	P23946	1215	ENSG00000092009
9723	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	904	unknown	N/A	GSTP1	P09211	2950	ENSG00000084207
9724	DB03815	Fucitol	N/A	N/A	N/A	small molecule	experimental	N/A	3245	unknown	N/A	fucI	P69923	N/A	N/A
9725	DB03816	Difluoromethionine	N/A	N/A	N/A	small molecule	experimental	N/A	2800	unknown	N/A	metG	P00959	N/A	N/A
9726	DB03817	2,4-Diaminobutyric Acid	alpha,gamma-Diaminobutyrate, L-2,4-Diaminobutanoate, L-2,4-Diaminobutyrate	1758-80-1	N/A	small molecule	experimental	N/A	4140	unknown	N/A	N/A	N/A	N/A	N/A
9727	DB03817	2,4-Diaminobutyric Acid	alpha,gamma-Diaminobutyrate, L-2,4-Diaminobutanoate, L-2,4-Diaminobutyrate	1758-80-1	N/A	small molecule	experimental	N/A	4820	unknown	N/A	env	P12488	N/A	N/A
9728	DB03818	N-[Tosyl-D-Prolinyl]Amino-Ethanethiol	N/A	N/A	N/A	small molecule	experimental	N/A	2626	unknown	N/A	thyA	P0A884	N/A	N/A
9729	DB03820	(2s,5r,6r)-6-{[(6r)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-3,3-Dimethyl-7-Oxo-4-Thia-1-Azabicyclo[3.2.0]Heptane-2-Carboxylate	N/A	N/A	N/A	small molecule	experimental	N/A	2461	unknown	N/A	N/A	P15555	N/A	N/A
9730	DB03821	2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5455	unknown	N/A	ARSA	P15289	410	ENSG00000100299
9731	DB03822	Ethyl Dihydrogen Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2796	unknown	N/A	opd	P0A433	N/A	N/A
9732	DB03822	Ethyl Dihydrogen Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	3923	unknown	N/A	BCHE	P06276	590	ENSG00000114200
9733	DB03824	7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	N/A	N/A	N/A	small molecule	experimental	N/A	974	unknown	N/A	PNMT	P11086	5409	ENSG00000141744
9734	DB03825	Rhodamine 6g	N/A	989-38-8	N/A	small molecule	experimental	Antineoplastic Agents, Fluorescent Dyes	2331	unknown	N/A	qacR	P0A0N5	N/A	N/A
9735	DB03825	Rhodamine 6g	N/A	989-38-8	N/A	small molecule	experimental	Antineoplastic Agents, Fluorescent Dyes	3307	unknown	N/A	acrB	P31224	N/A	N/A
9736	DB03827	(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine	N/A	N/A	N/A	small molecule	experimental	N/A	2841	unknown	N/A	plc	P09598	N/A	N/A
9737	DB03828	RU78299	N/A	N/A	N/A	small molecule	experimental	N/A	933	unknown	N/A	SRC	P12931	6714	ENSG00000197122
9738	DB03830	Phosphorylated Dihydropteroate	N/A	N/A	N/A	small molecule	experimental	N/A	137	unknown	N/A	folC	P08192	N/A	N/A
9739	DB03832	3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium	N/A	N/A	N/A	small molecule	experimental	N/A	412	unknown	N/A	CROT	Q9UKG9	54677	ENSG00000005469
9740	DB03833	2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole	N/A	N/A	N/A	small molecule	experimental	N/A	3614	unknown	N/A	pip	O32449	N/A	N/A
9741	DB03834	Tazobactam Intermediate	N/A	N/A	N/A	small molecule	experimental	N/A	3687	unknown	N/A	bla	P0AD63	N/A	N/A
9742	DB03835	N-(8,9,10-Trihydroxy-7-Hydroxymethyl-2,4-Dioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Dec-3-Yl-Acetamide	N/A	N/A	N/A	small molecule	experimental	Glycogen Phosphorylase inhibitor	1152	unknown	N/A	PYGM	P11217	5837	ENSG00000068976
9743	DB03836	1,3,5-Trichloro-Benzene	N/A	N/A	N/A	small molecule	experimental	N/A	2298	unknown	N/A	camC	P00183	N/A	N/A
9744	DB03837	Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	N/A	N/A	N/A	small molecule	experimental	N/A	2993	unknown	N/A	CTSS	P25774	1520	ENSG00000163131
9745	DB03840	Tetra(Imidazole)Diaquacopper (Ii)	N/A	N/A	N/A	small molecule	experimental	N/A	2443	unknown	N/A	azu	P00282	N/A	N/A
9746	DB03841	Y-700	N/A	N/A	N/A	small molecule	experimental	N/A	3947	unknown	N/A	XDH	P47989	7498	ENSG00000158125
9747	DB03842	2-Chloro-6-Methyl-Aniline	N/A	N/A	N/A	small molecule	experimental	N/A	2300	unknown	N/A	E	P00720	N/A	N/A
9748	DB03843	Formaldehyde	Methanal, Methyl aldehyde, Methylene oxide, Oxomethane, Oxomethylene, Oxymethylene, Paraform, Paraformaldehyde	50-00-0	Formalin, Formol	small molecule	experimental	Disinfectants, Fixatives	2461	unknown	N/A	N/A	P15555	N/A	N/A
9749	DB03844	N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide	N/A	N/A	N/A	small molecule	experimental	N/A	357	unknown	N/A	CA2	P00918	760	ENSG00000104267
9750	DB03845	P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2254	unknown	N/A	DTYMK	P23919	1841	ENSG00000168393
9751	DB03846	5-Hydroxymethyluridine-2'-Deoxy-5'-Monophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2251	unknown	N/A	tmk	O05891	N/A	N/A
9752	DB03847	Gamma-Carboxy-Glutamic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	54	unknown	N/A	F2	P00734	2147	ENSG00000180210
9753	DB03847	Gamma-Carboxy-Glutamic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	798	unknown	N/A	BGLAP	P02818	632	ENSG00000242252
9754	DB03847	Gamma-Carboxy-Glutamic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	239	unknown	N/A	F10	P00742	2159	ENSG00000126218
9755	DB03847	Gamma-Carboxy-Glutamic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5461	unknown	N/A	F9	Q5FBE1	N/A	N/A
9756	DB03848	Benzenesulfonyl	N/A	N/A	N/A	small molecule	experimental	N/A	2907	unknown	N/A	NR1H2	P55055	7376	ENSG00000131408
9757	DB03849	Cis-4-Cyano-4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]Cyclohexanecarboxylic Acid	N/A	153259-65-5	N/A	small molecule	experimental	N/A	2358	unknown	N/A	PDE4D	Q08499	5144	ENSG00000113448
9758	DB03849	Cis-4-Cyano-4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]Cyclohexanecarboxylic Acid	N/A	153259-65-5	N/A	small molecule	experimental	N/A	541	unknown	N/A	PDE4B	Q07343	5142	ENSG00000184588
9759	DB03850	Jaspisamide A	N/A	N/A	N/A	small molecule	experimental	N/A	3822	unknown	N/A	ACTA1	P68133	58	ENSG00000143632
9760	DB03854	Pentane-1,5-Diamine	N/A	N/A	N/A	small molecule	experimental	N/A	3019	unknown	N/A	ispD	Q46893	N/A	N/A
9761	DB03855	L-Threonohydroxamate 4-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2303	unknown	N/A	ulaD	P39304	N/A	N/A
9762	DB03856	Alpha-Difluoromethylornithine	N/A	N/A	N/A	small molecule	experimental	N/A	449	unknown	N/A	ODC1	P11926	4953	ENSG00000115758
9763	DB03857	1,4-Deoxy-1,4-Dithio-Beta-D-Glucopyranose	N/A	N/A	N/A	small molecule	experimental	N/A	2440	unknown	N/A	celCCF	P37698	N/A	N/A
9764	DB03859	1-Thio-Beta-D-Glucopyranose	N/A	N/A	N/A	small molecule	experimental	N/A	2802	unknown	N/A	celCCG	P37700	N/A	N/A
9765	DB03860	N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide	N/A	N/A	N/A	small molecule	experimental	Estrogen Antagonists	869	unknown	N/A	ESR2	Q92731	2100	ENSG00000140009
9766	DB03861	(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium	N/A	N/A	N/A	small molecule	experimental	N/A	2033	unknown	N/A	HEXB	P07686	3074	ENSG00000049860
9767	DB03861	(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium	N/A	N/A	N/A	small molecule	experimental	N/A	5463	unknown	N/A	KCNMB2	Q9Y691	10242	ENSG00000197584
9768	DB03862	Tetrahydrooxazine	N/A	N/A	N/A	small molecule	experimental	N/A	2252	unknown	N/A	cel5A	O85465	N/A	N/A
9769	DB03862	Tetrahydrooxazine	N/A	N/A	N/A	small molecule	experimental	N/A	3298	unknown	N/A	bglA	Q08638	N/A	N/A
9770	DB03863	2-O-Methyl Fucose	N/A	N/A	N/A	small molecule	experimental	N/A	2581	unknown	N/A	cslA	Q59288	N/A	N/A
9771	DB03863	2-O-Methyl Fucose	N/A	N/A	N/A	small molecule	experimental	N/A	2430	unknown	N/A	cslB	Q46079	N/A	N/A
9772	DB03864	Monothioglycerol	N/A	N/A	N/A	small molecule	experimental	N/A	3873	unknown	N/A	PREP	P48147	5550	ENSG00000085377
9773	DB03865	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	54	unknown	N/A	F2	P00734	2147	ENSG00000180210
9774	DB03865	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	3176	unknown	N/A	PRSS1	P07477	5644	ENSG00000204983; ENSG00000261473
